 ,Mean1,Mean2,Mean3,Mean4
772,113.775,62.324,46.927,50.052
773,125.865,58.923,45.039,45.099
774,125.084,61.746,42.405,49.271
775,128.671,74.675,44.146,47.425
776,124.449,64.344,40.180,45.905
777,120.121,55.746,43.220,49.421
778,126.700,57.738,36.137,39.832
779,124.264,67.860,39.771,47.866
780,115.559,60.954,41.254,45.396
781,112.490,57.143,44.185,47.353
782,117.055,53.053,46.385,31.038
783,103.606,59.472,42.346,56.964
784,110.117,56.899,39.005,44.210
785,108.359,58.600,44.444,47.595
786,110.035,60.779,31.610,37.149
787,108.428,50.457,33.493,34.233
788,101.256,53.123,41.244,45.916
789,100.670,56.158,45.210,37.382
790,100.615,69.739,37.741,36.317
791,99.359,69.600,34.532,40.934
792,94.270,57.337,38.293,47.027
793,92.407,58.302,33.449,44.901
794,89.868,56.160,34.093,41.964
795,97.892,58.744,32.546,35.226
796,90.901,58.973,31.371,41.658
797,95.204,64.055,26.820,35.848
798,89.262,56.782,36.663,34.643
799,85.231,68.409,47.459,45.941
800,92.437,53.061,46.917,33.556
801,88.426,53.465,35.068,36.706
802,90.675,49.496,31.722,38.339
803,86.606,60.039,30.249,40.237
804,82.558,54.375,22.376,35.654
805,88.889,56.654,38.083,31.328
806,93.242,55.474,28.117,40.050
807,84.364,59.034,27.161,36.321
808,77.481,56.504,32.171,35.527
809,82.766,53.547,25.337,40.104
810,89.758,64.002,40.932,43.923
811,78.844,60.867,24.985,42.719
812,104.651,67.257,24.498,39.401
813,106.976,56.036,33.356,37.496
814,108.080,59.772,34.229,49.738
815,98.820,58.920,32.634,47.308
816,113.870,61.409,42.941,40.694
817,110.656,76.634,36.468,49.964
818,117.813,74.208,45.244,39.541
819,118.774,73.359,46.483,42.265
820,129.392,73.121,40.527,39.249
821,124.993,65.835,58.380,47.022
822,124.740,62.964,46.761,39.116
823,133.450,78.232,39.702,46.269
824,129.848,63.700,40.756,45.256
825,129.413,69.199,29.898,46.283
826,123.262,61.806,55.693,48.943
827,126.920,67.918,55.439,37.459
828,117.070,77.339,48.093,40.550
829,116.835,77.184,44.668,41.466
830,127.278,74.353,48.146,46.066
831,125.275,76.899,35.493,29.910
832,122.637,68.567,53.254,44.477
833,122.600,79.731,47.980,50.305
834,111.956,75.753,44.946,37.973
835,115.649,75.741,41.478,35.661
836,106.413,63.721,37.015,39.226
837,115.846,70.288,40.015,37.525
838,114.343,74.666,40.454,38.706
839,110.424,65.825,38.678,44.758
840,109.775,77.591,39.824,41.629
841,107.419,68.917,43.210,38.344
842,106.833,70.128,34.068,33.789
843,99.724,64.041,45.220,32.719
844,94.081,63.801,37.137,31.738
845,96.974,75.014,39.200,34.731
846,100.740,58.642,29.849,41.471
847,99.282,66.332,36.990,38.864
848,98.672,65.053,39.449,42.002
849,99.675,62.995,37.766,36.683
850,95.033,60.382,40.532,29.719
851,90.913,55.973,27.712,37.514
852,86.240,60.438,34.805,30.341
853,90.081,63.889,29.044,28.842
854,85.677,58.332,26.229,39.170
855,83.935,56.882,41.512,30.923
856,91.394,63.332,26.985,34.851
857,85.187,63.521,30.698,31.733
858,83.987,67.262,25.956,33.082
859,86.176,67.332,38.644,34.231
860,81.533,70.124,35.663,31.634
861,80.194,55.051,32.873,28.014
862,80.143,64.078,28.776,29.615
863,79.313,59.624,32.122,31.760
864,74.404,57.562,24.020,31.593
865,73.492,68.721,35.054,34.043
866,73.120,61.102,29.468,30.937
867,79.959,71.654,37.020,27.658
868,75.985,56.562,33.537,28.993
869,69.986,65.009,33.039,31.624
870,71.090,65.911,28.717,31.903
871,71.156,58.847,33.449,38.622
872,68.893,63.528,21.098,35.009
873,66.789,58.116,28.288,43.548
874,65.759,56.123,27.400,30.111
875,67.045,54.915,42.156,35.905
876,70.453,50.760,27.878,34.084
877,64.834,70.506,25.366,32.554
878,63.688,57.654,24.546,32.828
879,66.724,48.763,28.307,37.706
880,65.615,51.848,28.322,36.276
881,63.144,52.032,21.810,33.927
882,59.810,52.199,24.429,28.108
883,57.827,61.704,27.215,36.579
884,60.887,50.690,26.049,38.980
885,53.714,54.417,24.102,36.125
886,56.045,50.414,27.463,33.604
887,57.226,49.610,23.180,36.004
888,57.797,50.687,26.327,29.792
889,53.989,59.518,31.810,31.129
890,57.082,50.334,25.156,34.880
891,58.734,44.365,18.146,34.921
892,54.929,53.654,30.195,31.505
893,55.650,50.884,20.429,38.803
894,52.633,46.307,22.902,38.435
895,53.024,47.828,34.659,32.547
896,65.049,56.092,31.259,29.912
897,61.309,46.889,19.576,37.168
898,66.662,59.499,29.351,29.005
899,69.202,53.339,23.590,30.032
900,76.161,58.417,21.390,28.134
901,66.435,54.698,31.605,36.143
902,76.235,56.637,28.566,19.955
903,73.643,54.537,32.029,28.995
904,72.751,46.988,19.093,31.294
905,69.163,57.368,30.390,33.029
906,74.626,57.825,27.644,37.509
907,80.077,52.560,31.141,29.276
908,79.006,49.075,26.054,32.894
909,84.271,53.753,25.346,32.591
910,87.827,57.772,28.112,34.159
911,87.198,56.562,29.341,30.321
912,81.386,53.867,33.688,30.428
913,84.068,56.468,25.493,30.238
914,81.684,53.750,28.156,27.659
915,80.147,58.107,32.624,26.104
916,79.811,58.525,26.820,31.238
917,79.959,50.564,23.854,28.484
918,78.346,42.726,31.898,25.258
919,79.492,41.843,38.698,25.860
920,75.589,52.596,29.654,33.453
921,78.048,57.104,25.039,33.676
922,71.119,42.530,30.283,27.186
923,90.127,58.717,31.971,34.812
924,80.774,66.491,27.644,36.059
925,86.725,57.494,31.937,40.518
926,88.685,57.111,44.829,39.781
927,102.158,65.433,37.054,42.457
928,105.523,72.659,39.795,50.867
929,100.100,65.560,49.029,48.975
930,109.156,76.903,41.078,51.919
931,114.836,63.744,40.629,53.061
932,115.742,72.876,38.727,53.611
933,107.687,73.555,40.024,46.457
934,110.133,69.240,50.444,46.543
935,108.513,62.124,49.449,55.394
936,110.384,72.307,55.507,48.932
937,107.474,72.390,53.849,41.885
938,109.846,63.591,41.332,50.464
939,112.819,70.412,42.502,49.285
940,104.181,67.603,41.161,49.151
941,111.870,66.504,40.288,45.595
942,105.032,73.143,49.263,58.884
943,101.145,63.264,46.966,49.409
944,101.550,62.567,43.234,44.828
945,93.505,64.574,40.088,51.711
946,93.750,75.422,39.010,49.341
947,96.708,68.988,36.937,40.376
948,103.378,58.671,29.005,48.000
949,97.825,62.480,37.541,40.572
950,93.746,64.307,55.302,38.423
951,93.173,52.727,32.756,34.711
952,89.034,65.668,44.780,44.455
953,90.467,59.595,37.566,43.314
954,90.583,63.835,30.073,37.701
955,79.859,60.569,31.224,43.955
956,80.346,61.426,35.454,45.749
957,85.142,65.504,35.020,38.552
958,85.398,55.158,37.439,48.054
959,79.162,56.353,31.346,55.439
960,84.937,55.164,31.424,40.176
961,79.560,60.135,33.327,41.496
962,76.386,50.450,31.717,40.695
963,74.964,46.049,31.254,41.710
964,75.270,48.789,34.351,37.220
965,75.367,53.422,37.649,41.916
966,73.947,56.603,35.371,31.747
967,67.904,57.104,39.337,37.889
968,67.950,65.293,35.185,38.884
969,73.258,59.095,30.312,36.676
970,67.587,59.274,25.054,38.966
971,64.360,55.574,30.644,39.708
972,62.587,62.169,29.488,51.349
973,62.533,58.472,44.600,41.149
974,69.750,61.368,25.824,34.068
975,67.962,63.467,35.410,39.600
976,61.723,63.559,26.473,40.916
977,66.960,55.210,24.278,36.425
978,58.600,57.685,28.820,45.084
979,58.842,53.707,21.483,42.625
980,66.752,50.257,37.868,38.278
981,64.833,51.012,28.278,34.681
982,71.512,58.056,24.766,27.812
983,65.301,57.993,24.961,35.912
984,66.344,50.836,23.507,30.480
985,69.101,55.177,31.893,38.194
986,71.340,55.273,37.502,43.679
987,70.444,62.882,32.141,34.797
988,70.072,54.264,18.737,36.778
989,66.989,61.305,24.751,30.308
990,69.300,59.542,29.059,35.643
991,64.175,56.843,25.439,34.233
992,63.682,60.351,23.454,38.432
993,62.726,60.170,21.522,33.215
994,64.208,54.814,25.385,30.550
995,65.507,49.540,20.829,25.937
996,66.208,60.175,18.020,30.242
997,60.043,60.315,16.888,31.321
998,62.928,52.530,22.961,24.326
999,62.212,44.857,26.712,37.030
1000,56.178,55.905,24.810,29.344
1001,60.097,61.242,23.000,32.844
1002,66.711,63.957,22.327,25.452
1003,69.827,53.649,28.771,27.887
1004,69.146,57.864,25.493,29.686
1005,76.385,62.934,37.683,35.222
1006,90.261,62.380,38.507,34.317
1007,94.556,63.252,32.517,36.185
1008,90.624,59.106,35.717,37.563
1009,91.644,72.376,33.766,37.480
1010,101.201,71.000,40.000,27.950
1011,111.759,73.894,38.215,32.787
1012,101.217,67.613,41.463,33.772
1013,99.876,69.836,42.976,44.290
1014,105.621,67.920,39.405,40.871
1015,109.728,63.917,34.561,33.176
1016,107.448,58.889,46.337,33.086
1017,103.338,71.440,37.180,35.034
1018,102.677,65.600,40.424,30.851
1019,104.999,63.864,37.088,34.613
1020,97.290,65.342,29.566,36.023
1021,99.539,64.884,38.698,39.269
1022,99.771,65.472,46.410,38.966
1023,100.490,64.218,40.283,39.894
1024,92.525,60.959,35.678,37.923
1025,97.987,68.419,22.722,47.758
1026,92.963,55.244,42.200,41.486
1027,96.700,60.896,33.966,46.045
1028,90.679,59.342,32.073,34.464
1029,92.230,57.934,29.293,44.237
1030,91.209,57.298,34.332,37.959
1031,89.382,51.104,25.937,38.140
1032,86.884,56.325,38.146,38.391
1033,90.795,61.257,43.151,42.599
1034,87.356,54.622,34.698,37.509
1035,87.740,53.692,28.317,33.425
1036,82.921,58.589,36.673,40.685
1037,76.926,55.116,28.127,44.810
1038,77.669,63.574,34.273,41.901
1039,80.938,60.744,39.205,42.921
1040,82.733,56.273,26.663,41.278
1041,77.682,51.606,28.024,47.477
1042,74.329,59.281,39.702,37.048
1043,74.855,71.928,39.761,34.892
1044,70.716,60.101,24.244,34.880
1045,0.333,0.196,0.000,0.000
1046,0.325,0.003,0.907,0.299
1047,0.461,0.158,1.341,0.735
1048,0.591,0.158,0.400,0.887
1049,0.403,1.010,1.663,0.312
1050,0.453,0.150,0.063,0.066
1051,0.371,0.121,1.888,0.290
1052,0.388,1.366,0.000,0.138
1053,0.360,0.540,0.000,0.158
1054,0.262,0.557,0.385,0.615
1055,0.551,0.056,0.000,0.661
1056,0.616,0.813,0.122,0.753
1057,0.620,0.112,0.068,0.590
1058,0.413,0.000,0.000,0.529
1059,0.304,0.114,0.795,0.210
1060,0.438,0.201,0.224,0.129
1061,0.368,0.276,0.722,0.115
1062,0.326,0.608,0.205,2.328
1063,0.554,0.135,0.634,0.914
1064,0.450,0.138,0.000,0.864
1065,0.392,0.194,0.922,0.065
1066,0.175,0.624,0.259,0.747
1067,1.091,0.107,0.000,0.330
1068,0.264,1.095,0.171,0.332
1069,0.292,0.743,0.000,0.111
1070,0.452,0.353,0.541,0.525
1071,0.226,0.000,2.595,0.348
1072,0.525,0.588,1.220,0.522
1073,0.699,0.072,0.068,0.611
1074,0.482,0.525,0.380,0.034
1075,0.223,0.503,1.839,0.645
1076,0.458,0.358,1.527,0.459
1077,0.337,0.627,0.000,0.561
1078,0.371,0.458,0.000,1.014
1079,0.304,0.083,0.556,0.020
1080,0.380,0.320,0.000,0.631
1081,0.492,0.722,0.000,0.875
1082,0.492,0.109,0.254,0.392
1083,0.566,0.468,1.371,0.355
1084,0.519,1.663,0.351,1.996
1085,0.339,0.564,0.298,0.439
1086,0.625,0.371,0.317,0.387
1087,0.440,0.782,0.141,0.724
1088,0.295,1.078,0.000,0.073
1089,0.106,0.479,0.000,0.376
1090,0.274,0.532,0.483,1.104
1091,0.484,0.000,0.029,0.283
1092,0.584,0.370,0.000,0.378
1093,0.394,0.208,0.195,0.482
1094,0.320,0.281,0.649,0.192
1095,0.350,0.182,0.971,0.149
1096,0.352,0.000,0.639,0.061
1097,0.332,0.963,0.000,1.219
1098,0.818,0.882,0.161,0.229
1099,0.469,0.070,0.405,0.000
1100,0.390,0.186,1.005,0.109
1101,0.675,0.877,0.000,0.346
1102,0.230,0.204,2.551,0.505
1103,0.385,0.438,0.249,0.679
1104,0.647,0.233,0.000,0.192
1105,0.344,0.424,0.000,0.224
1106,0.474,0.116,0.000,0.407
1107,0.696,0.368,1.854,0.131
1108,0.432,1.112,1.351,0.575
1109,0.346,0.543,1.122,0.810
1110,0.519,0.569,1.112,0.152
1111,0.319,0.000,0.000,0.654
1112,0.124,0.368,0.376,0.376
1113,0.218,0.118,1.141,0.342
1114,0.486,0.041,0.015,0.466
1115,0.578,0.329,0.000,0.590
1116,0.416,0.765,0.000,0.806
1117,0.446,0.000,0.683,0.523
1118,0.242,0.859,0.980,0.358
1119,0.323,0.775,1.054,0.844
1120,0.371,0.036,0.000,0.511
1121,0.658,0.121,0.600,1.642
1122,0.536,0.179,0.229,0.063
1123,0.590,0.402,0.551,0.000
1124,0.381,0.319,0.054,0.000
1125,0.317,1.208,0.068,0.554
1126,0.388,0.508,1.020,0.156
1127,0.219,0.240,0.366,0.414
1128,0.649,0.630,0.000,0.314
1129,0.591,0.065,0.000,0.432
1130,0.464,0.325,0.000,1.344
1131,0.340,0.145,0.912,0.125
1132,0.449,0.000,0.000,1.453
1133,0.604,0.506,0.493,1.077
1134,0.208,0.233,0.224,0.061
1135,0.418,0.308,0.000,0.217
1136,0.563,1.072,0.000,0.876
1137,0.296,0.721,0.000,1.387
1138,0.487,0.799,0.337,0.918
1139,0.806,0.600,1.073,0.120
1140,0.413,1.024,0.902,0.244
1141,0.579,0.835,0.849,0.152
1142,0.315,0.295,1.766,0.269
1143,0.659,0.245,0.000,0.324
1144,0.626,0.826,1.400,0.210
1145,0.295,0.167,0.000,0.120
1146,0.469,0.215,0.800,0.219
1147,0.497,0.371,0.151,0.593
1148,0.358,0.063,0.239,0.378
1149,0.485,0.784,0.000,0.341
1150,0.608,0.000,0.620,0.384
1151,0.512,0.269,1.605,0.651
1152,0.365,0.000,0.000,0.403
1153,0.157,0.358,0.000,0.706
1154,0.400,0.164,0.000,0.254
1155,0.650,0.080,0.112,0.561
1156,0.319,0.107,0.346,0.699
1157,0.416,0.215,0.000,0.498
1158,0.546,1.242,0.463,0.690
1159,0.756,0.356,1.063,0.509
1160,0.234,0.400,0.844,0.550
1161,0.720,1.562,0.907,0.620
1162,0.260,0.078,0.141,0.192
1163,0.475,0.061,0.312,0.511
1164,0.571,0.383,0.034,0.670
1165,0.413,1.571,0.771,0.620
1166,0.668,0.281,0.624,0.050
1167,0.476,0.181,0.956,0.176
1168,0.569,0.871,0.200,0.742
1169,0.293,0.480,0.000,0.554
1170,0.564,0.302,0.234,0.957
1171,0.272,0.218,0.068,0.151
1172,0.474,0.065,0.429,0.604
1173,0.338,0.177,1.083,0.226
1174,0.217,0.000,1.624,0.246
1175,0.321,0.000,0.463,1.005
1176,0.678,0.591,0.000,0.391
1177,0.284,0.225,0.190,0.360
1178,0.458,0.087,0.000,0.606
1179,0.431,0.279,0.024,0.233
1180,0.427,0.753,0.205,0.272
1181,0.673,0.526,0.146,0.156
1182,0.527,0.145,2.034,0.925
1183,0.431,0.554,0.088,0.857
1184,0.518,0.264,0.000,0.814
1185,0.526,0.388,0.468,0.561
1186,0.665,0.419,1.571,0.201
1187,0.518,0.359,0.166,0.102
1188,0.367,0.600,0.000,1.057
1189,0.584,0.371,0.000,0.238
1190,0.408,0.610,0.380,0.159
1191,0.256,0.687,0.000,0.634
1192,0.351,0.707,0.522,0.341
1193,0.433,0.169,0.639,0.563
1194,0.279,0.646,0.000,0.362
1195,0.650,0.201,0.629,0.900
1196,0.722,0.342,0.307,0.351
1197,0.477,0.102,0.341,0.833
1198,0.562,0.693,0.200,0.084
1199,0.376,0.325,0.532,0.681
1200,0.334,0.537,0.000,0.839
1201,0.156,0.227,0.834,0.263
1202,0.179,0.184,0.941,0.554
1203,0.276,0.189,0.000,0.692
1204,0.475,0.532,0.000,0.776
1205,0.433,0.083,0.122,0.228
1206,77.634,74.090,21.254,32.516
1207,78.253,67.390,28.780,35.122
1208,76.097,63.743,27.600,37.781
1209,81.644,66.997,18.161,25.683
1210,75.341,68.121,28.268,31.215
1211,73.000,61.290,34.839,31.482
1212,72.521,63.175,29.400,34.113
1213,67.699,56.555,28.361,33.118
1214,75.072,62.193,27.541,28.486
1215,79.781,47.095,25.976,31.344
1216,74.548,62.363,24.707,26.057
1217,74.306,58.288,28.444,35.609
1218,78.400,50.681,15.995,32.767
1219,75.302,66.186,33.839,29.996
1220,80.591,54.697,30.054,26.151
1221,83.049,56.266,24.161,32.742
1222,85.938,63.748,34.361,33.772
1223,97.422,59.010,24.761,29.147
1224,95.817,62.908,31.073,42.500
1225,100.201,53.431,29.380,28.124
1226,106.612,64.968,34.917,29.763
1227,104.078,55.642,33.322,40.668
1228,108.929,50.065,32.185,42.452
1229,122.175,54.743,21.273,39.400
1230,125.519,64.399,27.761,43.364
1231,127.320,66.404,27.332,36.629
1232,126.688,66.881,31.659,46.156
1233,125.426,69.559,29.361,45.934
1234,126.196,67.405,38.493,49.419
1235,131.305,74.342,32.502,41.152
1236,127.225,66.794,38.780,41.751
1237,121.106,73.980,34.180,46.801
1238,121.580,63.210,36.951,38.271
1239,122.383,68.353,34.493,36.823
1240,120.984,66.000,51.263,40.921
1241,121.443,68.228,37.454,43.194
1242,112.346,70.932,50.376,35.142
1243,121.437,73.905,25.249,43.081
1244,116.580,62.089,42.698,45.050
1245,115.611,60.450,40.415,38.554
1246,116.438,69.976,38.976,42.186
1247,114.475,72.632,35.400,37.785
1248,115.751,68.760,32.288,39.305
1249,108.616,70.416,39.756,36.937
1250,110.951,70.341,38.610,43.880
1251,101.583,64.564,44.732,43.281
1252,105.245,69.278,41.380,39.880
1253,111.875,68.422,43.044,37.158
1254,116.701,66.443,35.966,35.312
1255,108.208,64.588,36.663,36.161
1256,121.735,60.833,31.649,36.916
1257,108.727,64.022,40.751,45.848
1258,116.164,57.698,33.756,44.973
1259,109.954,67.583,34.234,42.638
1260,113.470,60.864,45.424,38.566
1261,104.180,62.026,31.585,38.437
1262,107.213,61.170,36.507,42.113
1263,107.876,65.876,27.966,39.677
1264,104.701,66.598,28.176,42.464
1265,104.216,58.441,33.629,36.106
1266,105.633,55.365,40.429,37.754
1267,95.049,53.974,30.483,40.962
1268,103.870,49.956,32.229,32.599
1269,100.632,59.462,36.985,39.081
1270,105.822,55.220,29.820,34.375
1271,103.801,51.373,38.883,34.892
1272,98.408,55.656,41.585,34.808
1273,97.752,46.995,40.117,34.552
1274,93.550,56.889,38.771,35.301
1275,91.880,47.845,34.024,29.156
1276,85.285,51.240,35.429,28.586
1277,88.896,50.167,37.127,30.195
1278,88.110,43.254,33.698,31.439
1279,91.525,50.116,26.424,32.203
1280,83.529,62.267,50.424,27.285
1281,91.294,53.140,35.483,28.002
1282,83.534,59.823,46.293,37.177
1283,77.993,51.376,38.556,32.932
1284,85.548,59.037,37.302,28.570
1285,82.778,51.118,19.820,34.797
1286,86.293,63.376,34.483,33.102
1287,79.507,58.419,36.337,34.878
1288,79.423,59.014,30.220,34.147
1289,73.615,58.637,40.971,30.111
1290,78.411,53.908,33.429,28.106
1291,79.587,52.719,34.063,25.953
1292,71.474,50.055,34.278,28.808
1293,71.203,60.552,34.727,32.410
1294,71.883,51.934,21.185,32.217
1295,75.339,52.692,28.600,30.552
1296,73.816,55.925,36.995,25.371
1297,77.273,53.065,35.585,27.376
1298,75.499,52.048,30.244,32.344
1299,70.777,52.724,33.937,30.995
1300,71.892,58.017,23.693,27.982
1301,82.768,55.692,35.444,29.154
1302,82.824,52.499,33.556,32.004
1303,76.514,52.944,31.254,26.453
1304,74.650,60.704,38.415,32.527
1305,77.053,47.242,23.785,22.563
1306,77.848,66.700,32.849,27.627
1307,75.614,55.533,28.707,28.029
1308,72.407,44.702,32.488,23.217
1309,73.743,46.058,31.610,26.869
1310,68.145,55.082,33.390,29.815
1311,77.289,48.010,21.312,31.319
1312,70.914,51.530,21.556,33.468
1313,73.573,52.210,14.854,26.211
1314,69.830,52.673,21.932,31.828
1315,69.225,61.833,28.873,32.952
1316,67.299,49.126,28.673,21.873
1317,69.712,45.981,27.946,31.559
1318,64.991,44.813,25.410,34.281
1319,69.532,42.313,29.234,35.292
1320,73.824,51.555,29.488,27.686
1321,77.675,52.121,25.356,36.231
1322,74.671,45.383,32.195,32.692
1323,76.814,56.417,35.229,41.253
1324,75.973,48.622,34.678,35.249
1325,69.670,46.540,25.912,31.066
1326,74.029,47.203,33.546,37.462
1327,80.711,48.070,23.459,36.944
1328,77.927,39.460,36.532,34.041
1329,83.491,45.821,34.010,29.633
1330,84.847,54.543,34.073,39.396
1331,83.437,44.721,31.063,29.530
1332,90.046,43.136,25.346,25.073
1333,89.692,51.118,31.327,32.138
1334,99.758,62.763,33.224,42.326
1335,93.437,55.307,31.063,37.833
1336,96.007,58.465,34.210,40.464
1337,101.983,63.416,34.268,36.419
1338,99.255,62.479,31.854,31.910
1339,94.195,51.651,34.220,38.065
1340,94.146,66.017,37.863,40.314
1341,93.465,61.586,35.141,41.912
1342,96.390,49.680,32.039,32.315
1343,90.653,57.865,29.239,40.977
1344,86.947,61.477,39.522,33.115
1345,89.430,52.714,36.268,44.606
1346,89.760,62.394,32.859,33.525
1347,82.795,55.337,36.917,35.706
1348,85.258,53.424,33.015,38.550
1349,83.492,43.656,29.327,32.645
1350,77.183,61.792,28.702,34.108
1351,79.072,51.727,43.195,32.622
1352,76.753,46.143,35.288,37.457
1353,80.859,54.497,36.863,34.835
1354,79.713,51.361,35.366,39.423
1355,79.626,54.799,31.200,33.943
1356,77.797,45.353,32.873,39.159
1357,72.624,57.254,36.405,32.640
1358,68.819,52.380,32.810,33.677
1359,78.490,44.550,27.961,31.686
1360,80.404,47.259,35.507,35.084
1361,80.527,49.729,32.410,34.622
1362,84.772,49.683,22.205,31.901
1363,84.690,56.486,32.439,29.097
1364,89.219,53.816,22.024,31.554
1365,98.086,45.698,36.473,31.167
1366,99.032,43.124,33.302,31.260
1367,89.737,43.751,36.127,42.588
1368,83.820,47.761,33.659,37.731
1369,86.341,46.051,32.034,35.430
1370,93.266,53.767,36.307,35.889
1371,97.169,53.486,29.873,42.113
1372,99.987,49.189,29.829,46.099
1373,99.463,55.600,39.185,47.468
1374,106.783,55.743,21.815,51.366
1375,109.501,52.341,30.780,50.742
1376,120.741,70.007,43.829,53.014
1377,136.587,62.414,29.522,53.461
1378,139.671,70.509,43.141,51.450
1379,130.088,60.491,32.176,63.780
1380,120.217,68.215,48.576,53.878
1381,133.561,66.598,38.283,57.566
1382,126.862,68.606,31.951,56.699
1383,130.520,64.239,46.624,61.629
1384,123.499,62.150,50.210,63.292
1385,132.582,59.317,34.576,58.943
1386,120.544,64.315,41.122,65.726
1387,120.388,67.785,42.073,64.622
1388,113.093,57.550,49.868,68.683
1389,129.507,64.886,44.024,51.511
1390,120.394,67.354,50.307,66.332
1391,114.572,62.487,60.946,51.254
1392,112.956,48.141,45.659,64.009
1393,120.864,63.716,47.546,48.905
1394,123.602,60.876,42.873,55.066
1395,115.331,63.388,45.698,59.228
1396,110.714,61.000,47.951,57.032
1397,117.758,58.971,44.185,55.783
1398,110.267,68.724,40.132,56.342
1399,105.653,65.942,45.502,58.032
1400,114.637,63.327,48.034,65.534
1401,113.408,57.244,36.185,65.394
1402,118.100,51.099,43.566,50.470
1403,109.535,58.886,33.249,50.013
1404,109.447,67.354,37.327,44.323
1405,117.537,55.612,40.454,48.059
1406,113.970,59.312,45.371,54.943
1407,109.655,72.532,36.946,59.203
1408,105.446,60.031,50.029,55.111
1409,124.200,65.429,43.024,59.109
1410,129.200,73.681,42.473,54.421
1411,116.914,71.220,43.698,56.249
1412,115.482,60.247,38.990,49.437
1413,109.540,66.961,43.371,55.267
1414,114.320,62.554,40.141,64.124
1415,113.255,61.542,34.654,59.889
1416,120.431,51.027,39.039,51.740
1417,111.169,65.131,38.815,59.928
1418,108.349,56.203,36.185,58.912
1419,109.378,55.450,36.132,56.925
1420,118.645,64.152,36.863,44.179
1421,125.470,69.678,41.956,57.509
1422,119.259,60.019,37.741,63.208
1423,128.309,55.175,35.722,51.805
1424,119.427,58.871,41.127,54.946
1425,115.820,71.927,45.922,59.857
1426,121.797,60.409,31.122,47.797
1427,136.384,76.187,50.785,56.944
1428,133.291,52.772,43.683,47.215
1429,124.888,73.058,58.951,47.622
